delovno_mesto;placilo;lokacija;opis;st_prostih_mest;trajanje;delovnik;sifra 
POMOÈ V STREŽBI;5,50 €/h neto;LOGATEC;Podjetje potrebuje osebi za delo v strežbi. Pogoj je starost nad 18 let. Delovni èas je fleksibilen. Zaželene izkušnje. Interesenti pošljite vlogo na e-mail podjetja. Možnost kasnejše redne zaposlitve.; 2 ; DLJE ÈASA; Izmensko; 267800
STREŽBA;5,00 €/h neto;LJUBLJANA;V prijeten kolektiv vabijo komunikativno, zanesljivo in urejeno osebo za delo v šanku. Zaželene so izkušnje. Pogoj: polnoletnost. Delo je izmensko, lahko po dogovoru. Redno plaèilo.; 1 ; DLJE ÈASA; Po dogovoru; 267795
INŠTRUKCIJE;7,60 €/h neto;LJUBLJANA;Podjetje išèe inštruktorja Access. Nudijo prilagodljiv delovni èas, nagrade, brezplaèna izobraževanja. Prijave sprejemajo preko spletne strani,  navedene v podrobnostih oglasa.; 1 ; DLJE ÈASA; Po dogovoru; 267769
REŠEVALEC/KA IZ VODE;8,00 €/h neto;BANOVCI, LENDAVA, RADENCI;Pogoj je starost nad 18 let. Potrebna je licenca za reševalca iz vode.; 4 ; DLJE ÈASA; Izmensko; 267733
REŠEVALEC/KA IZ VODE;8,00 €/h neto;PTUJ;Pogoj je starost nad 18 let. Potrebna je licenca za reševalca iz vode.; 4 ; DLJE ÈASA; Izmensko; 267730
STREŽBA;5,00 €/h neto;IZOLA;Podjetje išèe 2 osebi za strežbo. Pogoj je starost nad 18 let. Zaželene izkušnje.; 2 ; DLJE ÈASA; Po dogovoru; 267716
STREŽBA HRANE IN PIJAÈE;6,20 €/h neto;LJUBLJANA CENTER;Delo v noènem èasu. Pogoj je starost nad 18 let. Izkušnje niso pogoj. Èe delaš podnevi, je urna postavka po dogovoru. Poklièi.; 2 ; DLJE ÈASA; Po dogovoru; 267710
DELO V KUHINJI;5,00 €/h neto;SMOKUÈ;Podjetje išèe osebo za delo pizzopeka - kuharja - pomoè v kuhinji. Pizzerija je odprta v popoldanskem èasu, od pon. do pet. od 14. do 23. ure, med vikendom od 12. do 23. ure. Razpored dela je stvar dogovora in se prilagodi vašim obveznostim, tudi urna postavka je stvar dogovora, odvisna od sposobnosti in samostojnosti zaposlenega.; 1 ; PO DOGOVORU; Popoldan; 267692
STREŽBA;5,92 €/h neto;LJUBLJANA BTC;Strežba v dnevni kavarni. Pogoji so: izkušnje, urejenost, komunikativnost in dinamiènost. Obratovalni èas lokala je od 6. do 21. ure. Nedelje in prazniki so prosti.; 2 ; DLJE ÈASA; Po dogovoru; 267644
STREŽBA;4,50 €/h neto;ILIRSKA BISTRICA;Strežba v prijetnem lokalu. Plaèilo: 4,50 - 5,50 €/h neto (5,33 - 6,51 €/h bruto) + stimulacija. Pogoj je starost nad 18 let. Pomoè potrebujejo od septembra 2018.; 1 ; OD SEPTEMBRA DALJE - DALJ ÈASA; Izmensko; 267640
STREŽBA;5,00 €/h neto;DOMŽALE;Išèejo osebo za delo v strežbi v prijetnem lokalu . Delo lahko poteka tudi èez vikend.; 1 ; DLJE ÈASA; Izmensko; 267588
STREŽBA HRANE IN PIJAÈE;5,00 €/h neto;LJUBLJANA VIÈ;Išèejo študenta  za delo v strežbi hrane in pijaèe. Zaželene so izkušnje. Urna postavka je na zaèetku 5,92 € bruto, nato se veèa glede na delo študenta. Prièakujejo zanesljivost, komunikativnost, uèljivost, iskrenost, znanje slovenskega jezika in vsaj osnovno znanje angleškega jezika. Prièetek dela takoj.; 2 ; DLJE ÈASA; Izmensko; 267571
STREŽBA;4,00 €/h neto;LENART;Podjetje potrebuje veè polnoletnih oseb za strežbo v baru ob avtocesti.; 3 ; PO DOGOVORU; Izmensko; 267549
STREŽBA;5,00 €/h neto;KAMNIK;Lokal iz Kamnika išèe polnoletno osebo za delo v strežbi. Zaželene so izkušnje, niso pa pogoj. Delovnik je izmenski.; 1 ; DLJE ÈASA; Po dogovoru; 267529
STREŽBA HRANE IN PIJAÈE;6,76 €/h neto;LAZARET;Podjetje išèe osebo za strežbo hrane in pijaèe. Pogoj je starost nad 20 let. Zaželene izkušnje. Dela se v veèernih urah.; 1 ; DLJE ÈASA; Po dogovoru; 267528
POSPEŠEVANJE PRODAJE;4,00 €/h neto;LJUBLJANA;Pogoj je starost nad 18 let. Potrebujejo osebo za posepeševanje prodaje (zlaganje blaga v trgovinah, urejanje prodajnega prostora, postavljanje stojal, urejanje promo materialov ...). Kilometrina plaèana 0,20 €/km, lasten prevoz.; 1 ; DLJE ÈASA; Po dogovoru; 267479
POMOÈ V STREŽBI;4,00 €/h neto;ROGAŠKA SLATINA;Bar išèe zanesljivo, pošteno, komunikativno, prijazno, pridno in simpatièno osebo za delo v strežbi.; 2 ; DLJE ÈASA; Izmensko; 267467
POMOÈ V KUHINJI;4,80 €/h neto;LJUBLJANA-DOMŽALE;Išèejo odgovorno, urejeno, delovno osebo za pomoè pri pripravi zdrave hrane. Zaželene izkušnje pri delu v kuhinji. Pomoè potrebujejo približno 3x tedensko. Organiziran imajo prevoz iz Ljubljane v Domžale. Prijave na prosto delovno mesto na e-mail.; 1 ; PO DOGOVORU; Dopoldan; 267461
PRODAJA;4,00 €/h neto;CELJE;Prodaja kruha in peciva ter izdelava sendvièev. Prièetek dela je takoj.; 1 ; DLJE ÈASA; Izmensko; 267446
DELO NA TERENU<strong>VOZNIK REŠEVALNEGA VOZILA</strong>;5,07 €/h neto;TEREN, SLOVENIJA;Podjetje potrebuje vestno, zanesljivo in prijazno osebo za pomoè pri prevozih reševalnega vozila. Delovnik poteka po potrebi in dogovoru. Pogoji: starost nad 20 let, empatija, srednješolska izobrazba zdravstveni tehnik ali študij v zdravstvu in najmanj 2 leti vozniški izpit B kategorije. Interesenti naj poklièejo na kontakt podjetja.; 2 ; DLJE ÈASA, PO DOGOVORU; Po dogovoru; 267418
ÈIŠÈENJE<strong>REDARSTVO</strong>;4,22 €/h neto;SNOVIK;Podjetje potrebuje polnoletne osebe za delo sobarice - èistilke (èišèenje sob, apartmajev ...) ter za delo redarja na bazenu (skrb za urejen videz bazenskega komplesa, kontrola ...). Plaèilo: 5 - 5,5 € bruto/h.Delo je izmensko in poteka tudi med vikendi.; 5 ; DLJE ÈASA; Izmensko; 267380
POMOÈ PRI PRODAJI;4,31 €/h neto;KOPER, LUCIJA;Podjetje išèe veè polnoletnih oseb za pomoè pri prodaji predvsem ob vikendih in obèasno tudi med tednom. Urna postavka za delo ob nedeljah je 8,28 €/h bruto, za delo od ponedeljka do sobote pa 5,10 €/h bruto.; 5 ; DALJ ÈASA; Izmensko; 267359
STREŽBA;4,50 €/h neto;MARIBOR;Išèejo zanesljive, odgovorne in poštene osebe za delo v strežbi. Zaželene so izkušnje.; 3 ; DLJE ÈASA; Izmensko; 267339
STREŽBA;5,00 €/h neto;BAÈ;Podjetje išèe simpatiène kandidate za pomoè v strežbi. Izkušnje so zaželjene, niso pa pogoj. Gostilna je odprta vse dni v tednu, lahko pa delate tudi samo ob vikendih. Poklièite.; 1 ; DLJE ÈASA; Izmensko; 267330
PORTIR;4,00 €/h neto;ŠMARJEŠKE TOPLICE;Išèejo kandidata/ko za sprejem gostov, prevzem in prenos prtljage, dajanje enostavnih informacij in upravljanje s tehnièno opremo. Pogoji: znanje vsaj enega tujega jezika, vozniški izpit B-kategorije, osebna urejenost, prijaznost, umirjenost. Zaželena bližina prebivališèa.; 1 ; DLJE ÈASA; Po dogovoru; 267317
STREŽBA;4,22 €/h neto;LESCE;Strežba pijaèe v dnevnem lokalu. Urna postavka se giblje od 5 do 7 €/h bruto. Pogoj je starost nad 18 let. Možnost nastanitve. Kasneje tudi možnost redne zaposlitve.; 2 ; PO DOGOVORU; Izmensko; 267275
DELO V PROIZVODNJI;4,56 €/h neto;HORJUL;Za delo v proizvodnji plastike potrebujejo veè študentov. Delo obsega: kontrolo, zlaganje in pakiranje plastiènih izdelkov in pripravo materiala. Pogoji: natanènost, resnost in zanesljivost. Delo poteka dvoizmensko, razpored po dogovoru.; 3 ; DLJE ÈASA; Izmensko; 267263
ZDRAVSTVENA NEGA;5,07 €/h neto;LJUBLJANA FUŽINE;Pogoj je starost nad 17 let. Podjetje potrebuje veè oseb za pomoè pri negovanju v domu starejših obèanov. Pogoj: izobraževanje v zdravsteni smeri. Poklièi ali piši na e-naslov.; 5 ; DLJE ÈASA; Po dogovoru; 267254
STREŽBA;4,00 €/h neto;LAŠKO / CELJE / ŠENTJUR;Na bencinskem servisu v Celju, Laškem ali Šentjurju išèejo osebe za strežbo pijaè. Plaèilo je 4,73 € bruto/h + stimulacija.; 3 ; PO DOGOVORU; Izmensko; 267249
STREŽBA;4,22 €/h neto;MIHOVCI PRI VELIKI NEDELJI;"Podjetje potrebuje polnoletno, komunikativno in vestno osebo za delo v strežbi. Lokal obratuje od ponedeljka do sobote, delovni èas je po potrebi in dogovoru. Pogoj; veselje do dela s strankami. Interesenti naj poklièejo ali pošljejo vlogo na kontakt podjetja."; 1 ; DLJE ÈASA, PO POTREBI; Izmensko; 267219
STREŽBA;5,33 - 7,34 € BRUTO/H;ŠENÈUR PRI KRANJU;Išèejo prijetno, komunikativno, polnoletno osebo za delo v prijetnem lokalu. Delovnik je fleksibilen. Izkušnje so zaželene, niso pa pogoj.; 1 ; DLJE ÈASA; Izmensko; 267168
PRODAJA;4,65 €/h neto;VIR;Samostojno delo v trgovini z živili in mešanim blagom. Pogoja sta starost nad 18 let ter odgovornost. Obvezne  izkušnje z delom v živilski trgovini.; 1 ; DLJE ÈASA; Po dogovoru; 267158
PROMOCIJA;5,50 €/h neto;LJUBLJANA;Podjetje iz Ljubljane potrebuje komunikativno, simpatièno in vsaj 18 let staro osebo za promocijo stolov in skirojev s šolsko torbo. Delo poteka med vikendi in na sejmih.; 4 ; DLJE ÈASA, OBÈASNO; Med vikendom; 267139
DELO V KUHINJI<strong>STREŽBA</strong>;4,00 €/h neto;OTOÈEC;Išèejo polnoletne osebe za opravljanje del v gostinstvu - strežba jedi in pijaè, pomožna dela v kuhinji. Urna postavka se lahko zviša do 5,5 € bruto. Pogoji: izkušnje v gostinstvu, želja za delo v gostinstvu, prijaznost, urejenost, fleksibilnost, znanje enega tujega jezika ter opravljen vozniški izpit B kategorije.; 1 ; OBÈASNO, PO DOGOVORU; Po dogovoru; 267134
DELO V KUHINJI<strong>STREŽBA</strong>;4,00 €/h neto;ŠMARJEŠKE TOPLICE;Išèejo polnoletne osebe za opravljanje del v gostinstvu - strežba jedi in pijaè, pomožna dela v kuhinji. Urna postavka se lahko zviša do 5,5 € bruto. Pogoji: izkušnje v gostinstvu, želja za delo v gostinstvu, prijaznost, urejenost, fleksibilnost, znanje enega tujega jezika ter opravljen vozniški izpit B kategorije.; 1 ; OBÈASNO, PO DOGOVORU; Po dogovoru; 267133
DELO V KUHINJI<strong>STREŽBA</strong>;4,00 €/h neto;DOLENJSKE TOPLICE;Išèejo polnoletne osebe za opravljanje del v gostinstvu - strežba jedi in pijaè, pomožna dela v kuhinji. Urna postavka se lahko zviša do 5,5 € bruto. Pogoji: izkušnje v gostinstvu, želja za delo v gostinstvu, prijaznost, urejenost, fleksibilnost, znanje enega tujega jezika ter opravljen vozniški izpit B kategorije.; 1 ; OBÈASNO, PO DOGOVORU; Po dogovoru; 267131
STREŽBA;5,00 €/h neto;DOB;Prijeten lokal išèe pomoè v strežbi. Urnik se prilagaja obveznostim.; 1 ; DLJE ÈASA; Izmensko; 267129
DELO NA TERENU;5,07 €/h neto;VALBURGA 30;Išèejo veè študentov za postavljanje koncertnih odrov in konstrukcij ter razna dela na sedežu podjetja. Delo poteka tudi med vikendi in v noènem èasu. Od kandidata prièakujejo: poklicno oz. srednješolsko izobrazbo, vozniško dovoljenje B ali B+E kategorije, fleksibilen èas za delo, tudi noèno delo, fizièno moè, odgovornost do dela in komunikacijske sposobnosti. Dobrodošle so izkušnje na podroèju postavitve konstrukcij, niso pa pogoj.; 6 ; DLJE ÈASA; Po dogovoru; 267047
POMOÈ PRI PRODAJI;4,31 €/h neto;LJUBLJANA - FUŽINE, LJUBLJANA - RUDNIK;Podjetje išèe polnoletni osebi za pomoè pri prodaji. Urna postavka za delo ob nedeljah je 8,28 € bruto/h, za delo od ponedeljka do sobote pa 5,10 € bruto/h. Podjetje si želi daljšega sodelovanja.; 2 ; DELJ ÈASA; Po dogovoru; 266981
STREŽBA;4,65 €/h neto;LJUBLJANA;Išèejo dve simpatièni in prijazni osebi z izkušnjami, za delo v prijetnem baru. Poklièi ali pošlji prijavo na e-naslov.; 2 ; DLJE ÈASA; Izmensko; 266960
STREŽBA HRANE IN PIJAÈE;PO DOGOVORU;BELI KRIŽ;Potrebujejo osebo za strežbo hrane in pijaèe. Pogoja sta starost nad 20 let in znanje nemškega jezika. Urna postavka po dogovoru, odvisna od znanja. Izbranemu kandidatu/ki nudijo zajtrk in bivanje. Prièetek dela ob 17. uri.; 1 ; DLJE ÈASA; Popoldan; 266926
STREŽBA;4,22 €/h neto;KAMNIK POD KRIMOM;Toèenje pijaè v lokalu. Zaželene izkušnje, niso pa pogoj.; 2 ; DLJE ÈASA ALI PO DOGOVORU; Dopoldan; 266907
LAŽJA FIZIÈNA DELA<strong>FIZIÈNA DELA</strong>;4,00 €/h neto;KOPER;Podjetje išèe polnoletno osebo za lažja fizièna dela.; 1 ; DLJE ÈASA; Izmensko; 266877
PARKIRANJE VOZIL<strong>DELO NA TERENU</strong>;4,00 €/h neto;KOPER;Podjetje išèe veè oseb za vožnjo avtomobilov v Luki. Pogoji: starost nad 20 let, izpit B kategorije vsaj 2 leti. Dela se v treh izmenah. Delo je primerno tako za fante kot tudi za dekleta. Plaèilo od 4,73 do 5,33 €/h bruto.; 5 ; DLJE ÈASA; Izmensko; 266876
STREŽBA;4,00 €/h neto;SEVNICA;Strežba v prijetnem lokalu poleg trgovine. Pogoj je starost nad 18 let.; 2 ; PO DOGOVORU; Po dogovoru; 266863
STREŽBA;5,00 €/h neto;DOMŽALE;Lokal išèe simpatiène in komunikativne osebe za delo v strežbi. Pogoj je starost nad 18 let. Plaèilo je od 5,92 do 7,10 €/h bruto.; 2 ; DLJE ÈASA; Po dogovoru; 266854
BLAGAJNIK;4,22 €/h neto;JESENICE;Podjetje potrebuje polnoletno osebo za delo na blagajni. Med tednom je urna postavka 5 € bruto, od nedeljah je 6 € bruto. Delovnik po dogovoru s podjetjem. Prijave s telefonsko številko sprejemajo na e-mail.; 1 ; DLJE ÈASA; Po dogovoru; 266851
STREŽBA;5,50 €/h neto;BEVKE;Strežba v baru športnega parka. Pogoja: starost nad 18 let ter urejenost.  Izkušnje niso pogoj. Delo poteka med vikendi, izmensko, (možnost dogovora tudi za delo med tednom). Plaèilo: 6,51 € bruto + stimulacija.; 1 ; PO DOGOVORU; Med vikendom; 266824
DELO NA TERENU<strong>MONTAŽA</strong>;4,22 €/h neto;VZHODNA SLOVENIJA;Montaža in demontaža prireditvene opreme. Variabilni delovni èas. Pogoja: starost nad 18 let in izpit B kategorije (najmanj od 2 do 3 leta). Podjetje prièakuje zanesljive, vestne, odgovorne in poštene kandidate. Zaèetna urna postavka je 5 € bruto, dobre delovne navade nagradijo.; 2 ; DLJE ÈASA; Po dogovoru; 266821
STREŽBA;5,00 €/h neto;LJUBLJANA ZALOG;; 1 ; DLJE ÈASA; Po dogovoru; 266820
STREŽBA;6,70 €/h neto;LJUBLJANA;Za delo v šanku išèe podjetje osebo z izkušnjami.  Nudijo prilagodljiv urnik dela, prijazen kolektiv. Pogoj so izkušnje.; 1 ; DLJE ÈASA; Po dogovoru; 266789
STREŽBA;5,07 €/h neto;VRHNIKA;Podjetje išèe osebo za delo v strežbi. Pogoji: starost nad 18 let, simpatiènost in komunikativnost.; 1 ; PO DOGOVORU; Izmensko; 266786
STREŽBA;4,65 €/h neto;LJUBLJANA;Podjetje išèe osebe za delo v lokalu. Pogoj so izkušnje. Plaèilo je od 5,5 €/h bruto do 6 €/h bruto. Za prijavo poklièi.; 3 ; DLJE ÈASA; Izmensko; 266784
STREŽBA HRANE IN PIJAÈE;5,92 €/h neto;LOKEV;Potrebujejo veè komunikativnih oseb za pomoè v strežbi hrane in pijaèe. Prijavo pošlji na e-mail.; 3 ; PO DOGOVORU; Po dogovoru; 266781
DELO V PROIZVODNJI;4,00 €/h neto;SEVNICA;Potrebujejo osebo za pomožna dela v proizvodnji. Gre za enostavna nezahtevna dela (obrezovanje, sortiranje. zlaganje, brušenje, štetje, pregled...). Poleg plaèila nudijo tudi topel obrok. Prijave sprejemajo na elektronski naslov.; 1 ; DLJE ÈASA; Dopoldan; 266704
STREŽBA;4,00 €/h neto;LOKEV;Pomoè v strežbi poteka v mladem kolektivu. Odpiralni èas lokala: med tednom: 07.00-21.00, sobote: 07.00-20.00, nedelje in prazniki: 7.00-13.00. Urna postavka se giblje med 4,73 in 6,69 € bruto. Redno plaèilo.; 2 ; PO DOGOVORU, DLJE ÈASA; Po dogovoru; 266683
PRODAJA<strong>DELO V PEKARNI</strong>;4,22 €/h neto;MARIBOR - CENTER;Podjetje potrebuje polnoletno, vestno, zanesljivo in komunikativno osebo za prodajo v pekarni. Delo je izmensko in poteka po dogovoru. Vloge prièakujejo na e-mail podjetja.; 1 ; DLJE ÈASA; Izmensko; 266617
ELEKTROTEHNIÈNA DELA;5,07 €/h neto;KAMNIK, LJUBLJANA IN OKOLICA;Išèejo študenta za razlièna elektrotehnièna dela na objektih- razsvetljava, elektroinštalacije, izdelava razdelilnikov. Delo je veèinoma na terenu. Zaželene so izkušnje iz elektrotehnike, niso pa pogoj. Plaèilo je stvar dogovora in je odvisno od izkušenj. Možnost dolgoroènega sodelovanja.; 1 ; PO DOGOVORU; Dopoldan; 266587
PROMOCIJA;4,10 €/h neto;POSTOJNA;Podjetje išèe kandidata za promocijo znamenitosti parka. Stimulativno plaèilo za delo - k osnovni postavki 4,85 € bruto/h (4,1 € neto/h) je možna do 35% stimulacija. Zahtevano pogovorno znanje nemškega ali iitalijanskega jezika.; 1 ; OBÈASNO; Po dogovoru; 266579
KLICNI CENTER;PO DOGOVORU;LJUBLJANA;Podjetje potrebuje veè polnoletnih, komunikativnih oseb za delo v klicnem centru- prodajo telekomunikacijskih storitev.; 4 ; DLJE ÈASA; Dopoldan; 266524
DELO NA TERENU;PO DOGOVORU;LJUBLJANA;Podjetje potrebuje veè polnoletnih, komunikativnih oseb za delo na terenu-prodajo. Zaželen je lasten prevoz.; 2 ; DLJE ÈASA; Izmensko; 266523
KLICNI CENTER;PO DOGOVORU;LJUBLJANA;Podjetje potrebuje veè polnoletnih, komunikativnih oseb za dogovarjanje anket terminov. Prièetek dela je ob 9. uri.; 5 ; DLJE ÈASA; Dopoldan; 266522
DELO V ZDRAVSTVU<strong>ZDRAVSTVENA NEGA</strong>;4,80 €/h neto;RENÈE;Pomoè v zdravstveno negovalnem timu zasebnega doma starejših. Sodelovanje pri izvajanju opravil nege in oskrbe starostnikov ter pomoè pri dnevnih aktivnostih.; 2 ; DALJ ÈASA; Izmensko; 266515
PARKIRANJE VOZIL;4,73 €/h neto;KOPER;Potrebujejo osebo za nakladanje/razkladanje, prevoz avtomobilov. Pogoja: potrdilo o nekaznovanosti in izpit B kategorije.; 4 ; DLJE ÈASA; Po dogovoru; 266479
POMOÈ V KUHINJI<strong>DELO V SLAŠÈIÈARNI</strong>;PO DOGOVORU;PORTOROŽ;Potrebujejo resnega/-no študenta/-ko za pomoè v slašèièarni. Pogoj je starost nad 18 let. Znanje angleškega jezika je zaželeno. Nudijo redno izplaèilo in možnost dolgoroènega sodelovanja/zaposlitve. Prijave sprejemajo na e-mail.; 1 ; DLJE ÈASA; Izmensko; 266415
STREŽBA;4,00 €/h neto;LJUBNO;Išèejo osebo za strežbo v manjšem lokalu. Delo poteka ob sobotah in nedeljah v popoldanskem èasu.; 2 ; DLJE ÈASA; Med vikendom; 266408
STROKOVNO DELO<strong>MONTAŽA</strong>;5,00 €/h neto;LJUBLJANA POLJE;VODJA MONTAŽE: koordinacija izvedbe, organizacija, logistika in transport blaga, priprava blaga, naroèila dobaviteljem, delo na terenu (izmere, koordinacija podizvajalcev). Plaèilo od 5 do 10 €/h bruto, odvisno od zahtevnosti dela. Uvajanje je plaèano manj. Pogoj: znanje iz gradbene stroke, vozniški izpit B kategorije in lasten prevoz. Možnost kasnejše redne zaposlitve.; 1 ; DLJE ÈASA; Dopoldan; 266405
STREŽBA;5,00 €/h neto;PREBOLD;Išèejo osebo za delo v strežbi. Pogoji: starost nad 18 let, komunikativnost in prijaznost. Zaželene so izkušnje.; 1 ; DLJE ÈASA; Izmensko; 266386
STREŽBA;4,50 €/h neto;PIJAVA GORICA;šèejo prijazna, komunikativna dekleta za delo v strežbi. Predhodno znanje ni pogoj.; 2 ; DLJE ÈASA; Po dogovoru; 266375
DELO NA BENCINSKEM SERVISU;4,00 €/h neto;PIJAVA GORICA;Delo na bencinskem servisu.; 1 ; DLJE ÈASA; Po dogovoru; 266374
PRODAJA;PO DOGOVORU;LJUBLJANA -TERENSKO DELO;"Prodajalec na terenu – trženje IKT naroèniških paketov - internet, telefonija ter povezane storitve in artikli. Pogoji: urejenost, natanènost(izpolnjevanje pogodb), vestnost, komunikativnost, iznajdljivost, vztrajnost, pripravljenost za uèenje (pred prièetkom je potrebno spoznati prodajni program in program za delo), poznavanje IKT tehnologij (osnovno), vsaj 5. stopnja izobrazbe. Plaèilo; povraèilo stroškov +provizija (10-50 eur na pogodbo)."; 3 ; DLJE ÈASA; Po dogovoru; 266368
PRODAJA;5,00 €/h neto;LJUBLJANA;Delo v manjši trgovinici z mobilnimi telefoni in dodatno opremo ter trženje naroèniških paketov - internet, telefonija ter povezane storitve in artikli.; 1 ; DLJE ÈASA; dopoldan; 266366
STREŽBA;5,00 €/h neto;ŠKOFJA LOKA;Pogoj je starost nad 18 let.; 1 ; DLJE ÈASA; Izmensko; 266345
STREŽBA;5,00 €/h neto;TREBNJE;Pizzerija iz Trebnjega išèe prijetne, komunikativne, polnoletne osebe za delo v strežbi. Delovnik je po dogovoru. Prièetek dela je možen takoj.; 2 ; DLJE ÈASA; Dopoldan; 266320
STREŽBA;5,00 €/h neto;ŠENTRUPERT;Bar iz Šentruperta išèe prijetne, komunikativne, polnoletne osebe za delo v strežbi. Delovnik je po dogovoru. Prièetek dela je možen takoj.; 2 ; DLJE ÈASA; Po dogovoru; 266318
STREŽBA;5,00 €/h neto;SEVNICA;Bar iz Sevnice išèe prijetne, komunikativne, polnoletne osebe za delo v strežbi. Delovnik je po dogovoru. Prièetek dela je možen takoj.; 2 ; DLJE ÈASA; Po dogovoru; 266317
STREŽBA;5,00 €/h neto;SENOVO;Bar v bližini nakupovalnega centra na Senovem išèe prijetne, komunikativne, polnoletne osebe za delo v strežbi. Delovnik je po dogovoru. Prièetek dela je možen takoj.; 2 ; DLJE ÈASA; Po dogovoru; 266315
STREŽBA;4,00 €/h neto;KOPRIVNICA;Delo v strežbi ni zahtevno, zato ni potrebno nekakšnega dolgega uvajanja. Potrebne so samo prijaznost, èistoèa in komunikativnost.; 2 ; PO DOGOVORU; Po dogovoru; 266300
STREŽBA<strong>DELO V SLAŠÈIÈARNI</strong>;4,50 €/h neto;KAMNIK;Podjetje potrebuje osebo za delo slašèièarni (strežba). Delo je fleksibilno. Plaèilo od 5,33 do 6,51 € bruto/h.; 1 ; DLJE ÈASA; Izmensko; 266289
