delovno_mesto;placilo;lokacija;opis;st_prostih_mest;trajanje;delovnik;sifra
DELO V ZDRAVSTVU;4.80;RENČE;Pomoč v zdravstveno negovalnem timu zasebnega doma starejših. Sodelovanje pri izvajanju opravil nege in oskrbe starostnikov ter pomoč pri dnevnih aktivnostih.;2; DALJ ČASA; Izmensko;266515

PARKIRANJE VOZIL;4.73;KOPER;Potrebujejo osebo za nakladanje/razkladanje, prevoz avtomobilov. Pogoja: potrdilo o nekaznovanosti in izpit B kategorije.;4; DLJE ČASA; Po dogovoru;266479

STREŽBA;4.00;LJUBNO;Iščejo osebo za strežbo v manjšem lokalu. Delo poteka ob sobotah in nedeljah v popoldanskem času.;2; DLJE ČASA; med vikendom;266408

STROKOVNO DELO;5.00;LJUBLJANA;VODJA MONTAŽE: koordinacija izvedbe, organizacija, logistika in transport blaga, priprava blaga, naročila dobaviteljem, delo na terenu (izmere, koordinacija podizvajalcev). Plačilo od 5 do 10 €/h bruto, odvisno od zahtevnosti dela. Uvajanje je plačano manj. Pogoj: znanje iz gradbene stroke, vozniški izpit B kategorije in lasten prevoz. Možnost kasnejše redne zaposlitve.;1; DLJE ČASA; Dopoldan;266405

STREŽBA;5.00;PREBOLD;Iščejo osebo za delo v strežbi. Pogoji: starost nad 18 let, komunikativnost in prijaznost. Zaželene so izkušnje.;1; DLJE ČASA; Izmensko;266386

STREŽBA;4.50;PIJAVA GORICA;ščejo prijazna, komunikativna dekleta za delo v strežbi. Predhodno znanje ni pogoj.;2; DLJE ČASA; Po dogovoru;266375

DELO NA BENCINSKEM SERVISU;4.00;PIJAVA GORICA;Delo na bencinskem servisu.;1; DLJE ČASA; Po dogovoru;266374

PRODAJA;5.00;LJUBLJANA;Delo v manjši trgovinici z mobilnimi telefoni in dodatno opremo ter trženje naročniških paketov - internet, telefonija ter povezane storitve in artikli.;1; DLJE ČASA; dopoldan;266366

STREŽBA;5.00;ŠKOFJA LOKA;Pogoj je starost nad 18 let.;1; DLJE ČASA; Izmensko;266345

STREŽBA;5.00;TREBNJE;Pizzerija iz Trebnjega išče prijetne, komunikativne, polnoletne osebe za delo v strežbi. Delovnik je po dogovoru. Pričetek dela je možen takoj.;2; DLJE ČASA; Dopoldan;266320

STREŽBA;5.00;ŠENTRUPERT;Bar iz Šentruperta išče prijetne, komunikativne, polnoletne osebe za delo v strežbi. Delovnik je po dogovoru. Pričetek dela je možen takoj.;2; DLJE ČASA; Po dogovoru;266318

STREŽBA;5.00;SEVNICA;Bar iz Sevnice išče prijetne, komunikativne, polnoletne osebe za delo v strežbi. Delovnik je po dogovoru. Pričetek dela je možen takoj.;2; DLJE ČASA; Po dogovoru;266317

STREŽBA;5.00;SENOVO;Bar v bližini nakupovalnega centra na Senovem išče prijetne, komunikativne, polnoletne osebe za delo v strežbi. Delovnik je po dogovoru. Pričetek dela je možen takoj.;2; DLJE ČASA; Po dogovoru;266315

STREŽBA;4.00;KOPRIVNICA;Delo v strežbi ni zahtevno, zato ni potrebno nekakšnega dolgega uvajanja. Potrebne so samo prijaznost, čistoča in komunikativnost.;2; PO DOGOVORU; Po dogovoru;266300

STREŽBA;4.50;KAMNIK;Podjetje potrebuje osebo za delo slaščičarni (strežba). Delo je fleksibilno. Plačilo od 5,33 do 6,51 € bruto/h.;1; DLJE ČASA; Izmensko;266289

POMOČ PRI PRODAJI;4.00;LJUBLJANA;Pomoč pri prodaji modne obutve. Delo poteka pretežno med vikendi in občasno med tednom popoldan. Izkušnje so zaželene, niso pa pogoj.;3; DLJE ČASA; med vikendom;266256

STREŽBA;4.22;MARIBOR POBREŽJE;Delo dobi zanesljiva in odgovorna oseba z veseljem do strežbe. Izkušnje niso pogoj. Plačilo: 5 - 7 € bruto/h.;1; PO DOGOVORU; Po dogovoru;266213

ZDRAVSTVENA NEGA;5.07;HORJUL;Zdravstvena nega v centru starejših občanov. Pogoja: starost nad 18 let in zdravstvena smer šolanja.;1; DLJE ČASA; Izmensko;266212

POMOČ PRI PRODAJI;4.50;LJUBLJANA;Pogoj je starost nad 18 let. Iščejo osebo, ki ima samo en pogoj: povezava s košarko (igralec, bivši igralec, trener, oboževalec itd.) zaželjene izkušnje v prodaji.;1; PO DOGOVORU; Izmensko;266206

PROGRAMIRANJE;7.60;LJUBLJANA;Potrebujejo osebo za programiranje. Znanja: PHP, HTML, Javascript, SQL. Prijave sprejemajo na elektronski naslov.;1; PO DOGOVORU; Dopoldan;266188

DELO NA TERENU;4.23;LOGATEC;MONTAŽA. Pomoč pri izdelavi in montaži reklamnih napisov. Za delo so potrebne tehnične spretnosti, pridnost, poštenost, delovne navade. Delo poteka na sedežu podjetja in po terenu po celotni Sloveniji.;2; DLJE ČASA; Dopoldan;266186

STREŽBA;4.22;IG;Iščejo pomoč v strežbi v manjšem mirnem lokalu.;1; DLJE ČASA; Popoldan;266167

POMOČ V TRGOVINI;4.00;LJUBLJANA;Nudijo delo v prijetnem kolektivu, kjer je dobrodošlo znanje izdelkov in tehnik za ustvarjanje, kar pa ni pogoj. Pogoj je, da radi ustvarjate, ste komunikativni, natančni in vestni.;1; DLJE ČASA; Izmensko;266134

STREŽBA;4.50;ZGORNJA POLSKAVA;Podjetje potrebuje osebo za delo v gostinskem lokalu. Pogoj je starost nad 18 let. Urna postavka med vikendi je višja.;1; PO DOGOVORU; Po dogovoru;266099

STREŽBA;5.07;KRANJ;Podjetje potrebuje osebo za strežbo. Zaželeno je vsaj osnovno poznavanje strežbe in kuhanje kave. Začetek dela je takoj, možnost dolgoročnega sodelovanja.;1; DLJE ČASA; Izmensko;266093

STREŽBA;5.00;LJUBLJANA;Iščejo pridno, zanesljivo in komunikativno osebo za delo v strežbi. Izkušnje so zaželene, niso pa pogoj. Urnik dela je po dogovoru.;2; DLJE ČASA; Po dogovoru;266058

STREŽBA;4.65;LOGATEC;Delo v gostinskem lokalu (povezava s sobami, ki jih oddajajo), popoldan in ob vikendih po razporedu. Pogoji so dobro znanje angleščine, komunikativnost. Zaželeno je tudi znanje italijanščine ali kakega drugega tujega jezika. Prijavo pošlji na e-naslov.;2; DLJE ČASA; Popoldan;265995

POMOČ PRI PRODAJI;4.00;LJUBLJANA;Pogoj je starost nad 18 let. Izmensko delo se lahko začne tudi že ob 5. uri zjutraj in se opravlja po večih poslovalnicah v Ljubljani.;5; DLJE ČASA; Izmensko;265936

STREŽBA;5.07;LJUBLJANA;Iščejo študentko/študenta za delo v strežbi v dnevno-nočni lokalu. Podjetje ponuja redno plačilo in prilagodljiv urnik. Zaželene izkušnje in dovolj prostega časa.;1; DLJE ČASA; Izmensko;265924

DELO V PROIZVODNJI;4.00;PIVKA;Delo v proizvodnji živilske stroke, delo na terenu-razvoz in vzdrževanje strojev in naprav.;2; DLJE ČASA; Izmensko;265913

DELO V PROIZVODNJI;4.44;ŠKOFJA LOKA;Podjetje išče polnoletne osebe za delo v proizvodnji. Urna postavka se lahko tudi zviša glede na uspešnost opravljenega dela, višje plačilo za delo med vikendi in za delo v nočnem času + malica.  Delovnik je 3 oz. 4 izmenski.;1; DLJE ČASA; Izmensko;265909

RAZVOZ;4.69;LJUBLJANA;Iščejo več pridnih študentov/študentk za razvoz hrane na dom s službenimi vozili (z motorjem oziroma avtom).;5; PO DOGOVORU; Po dogovoru;265889

STREŽBA;4.50;KAMNIK;Pogoj je starost nad 18 let.;2; PO DOGOVORU; Izmensko;265864

POMOČ PRI PRODAJI;4.31;NOVO MESTO;Podjetje išče polnoletno osebo za pomoč pri prodaji. Urna postavka za delo ob nedeljah je 8,28 €/h bruto, za delo od ponedeljka do sobote pa 5,10 €/h bruto. Podjetje si želi daljšega sodelovanja.;1; DALJ ČASA; Po dogovoru;265841

DELO NA TERENU;4.00;ZAGORJE Z OKOLICO;Razvoz hrane in pomoč v kuhinji. Pogoja sta starost nad 18 let in izpit B kategorije. Prijave sprejemajo na e-mail.;1; PO DOGOVORU; Izmensko;265839

DELO V PROIZVODNJI;4.00;POLJČANE;Lažja dela v proizvodnji elektronskih komponent. Delo poteka v 2 oz. 3 izmenah. Poleg osnovne urne postavke se plača tudi dodatek na nočno delo 50% in preseg norme.;10; DLJE ČASA; Izmensko;265777

STREŽBA;5.50;LJUBLJANA;Potrebujejo komunikativno in urejeno osebo za delo v strežbi. Zaželene izkušnje. Pričetek dela ob 6.30 uri. Nedelje in prazniki so prosti, ker je lokal zaprt. Delovnik po dogovoru.;1; DLJE ČASA; Dopoldan;265739

POMOČ V STREŽBI;4.48;SEVNICA;Delo - strežba pijače - v urejenem gostinskem lokalu z rednim plačilom. Pogoja: polnoletnost, lasten prevoz.;1; PO DOGOVORU, DLJE ČASA; vseeno;265673

TELEFONSKI MARKETING;5.92;PTUJ OZ. PO DOGOVORU;Podjetje potrebuje komunikativni in zanesljivi osebi za delo v telefonskem marketingu. Pogoj je aktivno znanje češkega jezika. Za prijavo pokličite na kontaktno številko podjetja od ponedeljka do petka med 9. in 12. uro.;2; DLJE ČASA, PO POTREBI; Po dogovoru;265672

STREŽBA;5.00;LJUBLJANA;Podjetje išče osebi za delo strežbe v popoldanskem času. Možnost povišanja urne postavke (glede na promet). Nedelje in prazniki so dela prosti.l;2; DLJE CASA; Popoldan;265623

VODENJE;5.32;STIČNA;Pogoj je starost nad 18 let. Za vodenje po muzeju  in samostanu  potrebujejo nekaj študentov ali študentk. Zaželeno znanje čim več tujih jezikov, doma iz okolice Ivančne Gorice oziroma  Grosuplja. Delo je občasne narave, ob najavi skupine, poteka tudi med vikendom.;3; DLJE ČASA; Dopoldan;265608

DELO V KUHINJI;5.00;SRPENICA;Hotel po uspešni sezoni širi dejavnosti. Pridružite se zabavni ekipi in ugodnem delovnem okolju. Zagotovljeni dobri delovni pogoji in zabaven team.;1; PO DOGOVORU; Po dogovoru;265594

STREŽBA;4.22;LJUBLJANA;Potrebujejo osebo za delo v strežbi. Pogoj je starost nad 18 let. Zaželene izkušnje. 5 €/h bruto je začetna postavka in se lahko zviša.;2; DLJE ČASA; Izmensko;265523

STREŽBA;4.50;LJUBLJANA;Izkušnje niso obvezne, pomembno je, da te tako delo veseli in se hitro učiš. Za dobro delo dobiš tudi boljše plačilo. Pokliči.;1; DLJE ČASA; Izmensko;265511

ELEKTROTEHNIČNA DELA;5.07;CELJE;Podjetje išče osebo za pomoč pri elektroinštalacijskih delih. Delo bo poteklo na območju Slovenije, za prevoz je poskrbljeno.;1; PO DOGOVORU; dopoldan;265507

STREŽBA HRANE IN PIJAČE;5.00;ŽABNICA;Podjetje išče prijazno, odgovorno in komunikativno osebo za delo v strežbi.   Urnik je fleksibilen, Zaželene so izkušnje z delom v strežbi. Starost nad 18 let.;1; PO DOGOVORU; Dopoldan;265499

PREVAJANJE;7.50;PO DOGOVORU;Za potrebe razvoja globalne znamke iščejo osebo za prevajanje marketinških tekstov, opisov produktov, pisanje Facebook objav in podobnega promocijskega materiala. Iščejo študente/tke z znanjem enega izmed jezikov poljščina, madžarščina, slovaščina.;3; DLJE ČASA; Dopoldan;265496

RAZVOZ;4.50;NOVO MESTO;Iščejo študenta ali dijaka za razvoz hrane na dom. Priporočene vozniške izkušnje, osebna higiena,  komunikativnost... Delo poteka po dogovoru.;4; DLJE ČASA; Dopoldan;265446

SVETOVALEC;4.22;LJUBLJANA;Podjetje išče polnoletno, komunikativno, prilagodljivo in zaneslivo osebo, ki bi opravljala delo modne/ga svetovalke/ca v trgovini. Zaželene so delovne izkušnje z delom v trgovini z oblačili ali na splošno v prodaji. Urnik vklučuje tudi delovne sobote (približno 2x na mesec).;1; DLJE ČASA; Izmensko;265375

DELO NA RECEPCIJI;5.00;KRANJSKA GORA;Dnevni receptor v hotelu. Pogoja: starost nad 18 let in osnovno znanje vsaj enega tujega jezika.;2; DO 31.10.2018; Izmensko;265373

POMOČ V STREŽBI;4.00;LESCE;Podjetje potrebuje polnoletno osebo za delo v njihovi prodajalni (strežba).  Izkušnje niso pogoj. Delo ni zahtevno, delovnik je po dogovoru. Oseba mora biti prijazna, komunikativna in delovna.;1; DLJE ČASA; Po dogovoru;265350

POMOČ V STREŽBI;5.00;DOMŽALE;Izkušnje v strežbi, delo s hrano.;2; PO DOGOVORU; Izmensko;265291

STREŽBA;5.07;KAMNIK;Prijeten lokal iz Kamnika išče polnoletno osebo za strežbo. Pogoj so izkušnje s tovrstnim delom.;1; DLJE ČASA; Izmensko;265264

POMOČ PRI PRODAJI;4.31;BREZOVICA PRI LJUBLJANI;Podjetje išče več polnoletnih oseb za pomoč pri prodaji. Bruto urna postavka za delo ob nedeljah je 8,28 €/h  za delo od ponedeljka do sobote pa 5,10 €/h  Podjetje si želi daljšega sodelovanja.;4; PO DOGOVORU; Po dogovoru;265250

STREŽBA;4.22;PONIKVA;Iščejo osebo za delo v strežbi. Urna postavka je stimulativna, od 5,00 do 6,00 € bruto/h. Pogoj je starost nad 18 let.;1; DLJE ČASA; Izmensko;265217

DELO V KUHINJI;4.60;LJUBLJANA;Zanimivo in resno delo v uličnem bistroju, kjer boste v super ekipi navduševali goste s street food-om španske kuhinje. Izkušnje zagotovljene.;2; DLJE ČASA; Izmensko;265207

DELO NA TERENU;4.00;CELJE Z OKOLICO;Iščejo osebo za pomoč pri montaži klimatskih naprav in toplotnih črpalk.;1; PO DOGOVORU; Dopoldan;265203

STREŽBA;4.00;CELJE;Iščejo odgovorne, komunikativne, nasmejane in novih znanj željne študente/ke za delo v mladi ekipi kavarne v središču Celja. Nudijo stimulativno plačilo. Iščejo osebe za dlje časa.;2; DLJE ČASA; Izmensko;265180

POMOČ V STREŽBI;5.50;LJUBLJANA;Iščejo študenta/ko za delo v strežbi. Izkušnje so obvezne.;1; DLJE ČASA; med vikendom;265163

KOZMETIČNE STORITVE;4.73;LJUBLJANA;MANIKIRA. PEDIKURA. KOZMETIČNO DELO. Zaželeno je osnovno znanje iz kozmetike in manikire. Za delo manikerja je potrebno opraviti tečaj, ki je plačljiv zavisi od nivoja znanja. Priznajo že osvojena znanja. Plačilo je vezano na promet in znaša najmanj 4,73 € bruto/h. Možno napredovanje in zaposlitev v največjem tovrstnem slovenskem podjetju.;3; DLJE ČASA; Izmensko;265157

PRODAJA;4.65;LJUBLJANA;Prodaja in delo s strankami, pomožna dela v trgovini, posodabljanje FB profila in urejanje spletne strani. Pogoji: starost nad 18 let, komunikativnost, znanje angleškega jezika, obvladovanje Excela in socialnih omrežij.;2; DLJE ČASA; Izmensko;265148

SOBAR/ICA;4.50;LJUBLJANA;Podjetje išče osebo za delo sobarja/sobarice. Zahtevajo natančnost, urejenost, samostojnost in prijaznost.;2; DLJE ČASA; Dopoldan;265145

STROKOVNO DELO;5.07;LJUBLJANA;Sodelovanje pri pripravi dokumentacije in popisu notranjih procesov, povezovanju in koordiniranju aktivnosti sodelavcev, izdelovanju in uvajanju tehnično–tehnološke dokumentacije ter pripravi tehnične dokumentacije za avtomatizacijo in robotizacijo proizvodnje. Zahteve: elektro-tehnična ali strojna smer izobrazbe, tekoče znanje angleškega jezika, vozniški izpit B kategorije in lastni prevoz.;1; DLJE ČASA; Dopoldan;265125

STREŽBA;5.00;LJUBLJANA;Podjetje išče zanesljivega študenta/ko za delo v šanku. Pogoji: polnoletnost, izkušnje, komunikativnost. Podjetje nudi redna plačila.;1; PO DOGOVORU; Izmensko;264980

ELEKTROTEHNIČNA DELA;4.00;ŠTORE;Iščejo osebo za pomoč na področju elektromontaž in vzdrževanja v industriji ter gospodinjstvih. Zaželene so izkušnje. Nudijo možnost kasnejše zaposlitve.;2; DLJE ČASA; Po dogovoru;264967

KLICNI CENTER;5.07;DOMŽALE;Skrbnik v klicnem studiu. Klicanje obstoječih strank in dogovarjanje prodajnih sestankov. Neposredna bližina železniške postaje. Možnost redne zaposlitve.;1; DLJE ČASA; Po dogovoru;264941

STREŽBA;5.07;LJUBLJANA;Iščejo študentko/študenta za delo v strežbi v dnevnem lokalu v Šiški. Direktna avtobusna povezava, redno plačilo, prilagodljiv (izmenski) urnik. Zaželene izkušnje in dovolj prostega časa.;3; DLJE ČASA; Izmensko;264916

DELO V KUHINJI;5.50;LJUBLJANA;Delo predvsem z žarom (burgerji, solate, tortilje, sendviči itd). Delo ni zahtevno in poteka v prijetnem lokalu. Izkušnje niso pogoj. Prijave sprejemajo na e-mail.;1; DLJE ČASA; Izmensko;264905

STREŽBA HRANE IN PIJAČE;5.50;LJUBLJANA;Pomočnik glavnega natakarja. Delo obsega: sprejem gosta, serviranje, deserviranje, natakanje pijače in pomoč glavnemu natakarju. Možnost večje urne postavke glede na znanje.;2; DLJE ČASA; Po dogovoru;264884

STREŽBA;5.00;LJUBLJANA;"Kavarniška strežba - rajon; zaželene izkušnje s strežbo. Možnost večje urne postavke glede na znanje.";2; DLJE ČASA; Po dogovoru;264883

DELO NA BENCINSKEM SERVISU;5.00;ROŽNA DOLINA, NOVA GORICA;Delo na bencinskem servisu ali v baru ali na blagajni v dopoldanskem ali popoldanskem času. V nočni izmeni polnjenje trgovine, urejanje trgovine in čiščenje. Pogoj: polnoletnost.;3; PO DOGOVORU; Izmensko;264870

STREŽBA;5.20;TREBNJE;Iščejo več oseb za strežbo pijače. Delovnik je prilagojen.;2; DLJE ČASA; med vikendom;264792

PROMOCIJA;5.07;NOVO MESTO;Potrebujejo osebe za delo promocij in degustacij za več različnih naročnikov. Izkušnje so zaželene. Prijave sprejemajo na elektronski naslov.;15; DLJE ČASA; Po dogovoru;264764

PROMOCIJA;5.07;KRANJ;Potrebujejo osebe za delo promocij in degustacij za več različnih naročnikov. Izkušnje so zaželene. Prijave sprejemajo na elektronski naslov.;15; DLJE ČASA; Po dogovoru;264763

PROMOCIJA;5.07;MARIBOR;Potrebujejo osebe za delo promocij in degustacij za več različnih naročnikov. Izkušnje so zaželene. Prijave sprejemajo na elektronski naslov.;15; DLJE ČASA; Po dogovoru;264762

PROMOCIJA;5.07;CELJE;Potrebujejo osebe za delo promocij in degustacij za več različnih naročnikov. Izkušnje so zaželene. Prijave sprejemajo na elektronski naslov.;15; DLJE ČASA; Po dogovoru;264761

PROMOCIJA;5.07;KOPER;Potrebujejo osebe za delo promocij in degustacij za več različnih naročnikov. Izkušnje so zaželene. Prijave sprejemajo na elektronski naslov.;15; DLJE ČASA; Po dogovoru;264760

HOSTES/A;5.49;LJUBLJANA;Potrebujejo osebe za opravljanje hostesnega dela na različnih lokacijah. Izkušnje so zaželene. Prijave sprejemajo na elektronski naslov.;15; DLJE ČASA; Po dogovoru;264759

RAZVOZ;4.39;KRANJ;Podjetje išče osebe za razvoz hrane.   Delo potekata na dveh lokacijah, v Kranju in Medvodah, izmensko, tudi ob vikendih. Pogoji: starost nad 18 let, vozniški izpit B kategorije in resnost.;3; DLJE ČASA; Izmensko;264748

STREŽBA;4.65;KRANJ;Strežba hrane in pijače v piceriji. Pogoji: resnost, zanesljivost, izkušnje, polnoletost.;1; DLJE ČASA; Izmensko;264747

POMOČ V STREŽBI;4.00;MOJSTRANA - ZGORNJA RADOVNA;Plačilo 4,73 €/h bruto plus nagrada za delovno uspešnost.;2; PO DOGOVORU; Po dogovoru;264712

STREŽBA;4.65;KRANJ;Pogoji: natančnost, marljivost in urejenost. Zaželene so izkušnje, niso pa pogoj. Vloge pošljite na e-mail.;2; DLJE ČASA; Izmensko;264707

BLAGAJNIK;4.65;KRANJ;Blagajnik - natakar v restavraciji. Pogoji: natančnost, marljivost in urejenost. Zaželene so izkušnje, niso pa pogoj. Nedelje in prazniki so prosti.;2; DLJE ČASA; Izmensko;264706

DELO V KUHINJI;4.65;KRANJ;Pogoji: natančnost, marljivost in urejenost. Zaželene so izkušnje, niso pa pogoj. Nedelje in prazniki so prosti.;2; DLJE ČASA; Izmensko;264703

STREŽBA;4.50;NOVA CERKEV;Gostilna išče osebo za pomoč v strežbi. Zaželene so izkušnje.;1; DLJE ČASA; Izmensko;264698

STREŽBA;4.50;KOPER;Podjetje išče osebe za strežbo. Pogoja sta polnoletnost in izkušnje pri tovrstnem delu. Plačilo 5,33 - 7,10 €/h bruto. Podjetje nudi tedenska plačila.;2; DLJE ČASA; Po dogovoru;264647

STREŽBA;4.00;RADEČE;Zaželeno bivanje v okolici Radeč.;1; DLJE ČASA; Izmensko;264593

STREŽBA;5.00;VELIKA RAČNA 24 B;;2; PO DOGOVORU; Po dogovoru;264517

STREŽBA;5.00;LJUBLJANA;Strežba pijač in toplih napitkov. Pogoj je starost nad 18 let, izkušnje so zaželene. Urnik je fleksibilen, delovnik je izmenski, dela pa se tudi med vikendi.;5; DLJE ČASA; Izmensko;264475

LAŽJA FIZIČNA DELA;4.65;ZBILJSKO JEZERO;POMIVALEC POSODE. Zaželene izkušnje.;1; PO DOGOVORU; Po dogovoru;264464

TELEFONIST;5.07;TRZIN;Telefonsko dogovarjanje terminov po obstoječi bazi. Podjetje nudi dodatek k plači -stimulacija. Vikendi so prosti. Možnost kasnejše zaposlitve.;1; DLJE ČASA; Izmensko;264414

DELO V PROIZVODNJI;4.65;RIBNICA;Podjetje potrebuje kandidate za različna dela v proizvodnji (proizvodnja parketa, aluminija in notranjih vrat). Delo je enostavno. Zaželeno, da so kandidati doma iz Ribnice oz. njene okolice. Zagotovljena malica.Vsaka druga sobota se dela.;5; DLJE ČASA; Po dogovoru;264366

STREŽBA;5.07;GROSUPLJE;Iščejo komunikativno in urejeno osebo za delo v strežbi.;1; DLJE ČASA; Izmensko;264300

ČIŠČENJE;4.00;LJUBLJANA;Si želiš pridružiti ekipi vilink? Javi se na e-mail.;1; DLJE ČASA; Dopoldan;264298
